Department  ,Position Title,Employee Status,Initial Hire Date,Date in Position,Fair Labor Standards Act (FLSA) ,Base Salary
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,03/20/2006,01/11/2010,Nonexempt,54243.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/08/2007,09/15/2008,Nonexempt,54243.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/11/2010,01/11/2010,Nonexempt,54243.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,12/01/2014,12/01/2014,Nonexempt,54445.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,12/01/2014,12/01/2014,Nonexempt,54445.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,10/24/2016,10/24/2016,Nonexempt,54445.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,04/30/2018,04/30/2018,Nonexempt,54445.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,10/27/2016,10/27/2016,Nonexempt,54445.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,11/21/2016,11/21/2016,Nonexempt,54445.00
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,01/07/2013,01/07/2013,Nonexempt,55584.00
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,01/11/2010,01/11/2010,Nonexempt,55584.00
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,07/19/2005,07/19/2005,Nonexempt,55584.00
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,07/18/2005,07/18/2005,Nonexempt,55584.00
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,08/11/1998,07/22/2005,Nonexempt,55584.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/23/2008,09/23/2008,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/10/2005,01/10/2005,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/08/2007,01/08/2007,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/05/2009,01/05/2009,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,09/15/2008,09/15/2008,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/08/2007,01/05/2009,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/10/2005,01/10/2005,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/10/2005,01/10/2005,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,09/15/2008,09/15/2008,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/19/2004,07/19/2004,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,03/20/2006,03/20/2006,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/11/2010,01/11/2010,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/19/2004,07/19/2004,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/19/2004,07/19/2004,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/10/2005,01/10/2005,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/18/2005,07/18/2005,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/19/2004,07/19/2004,Nonexempt,55599.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,02/10/2014,02/10/2014,Nonexempt,55806.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,07/07/2014,08/01/2020,Nonexempt,55806.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/07/2013,01/07/2013,Nonexempt,55806.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,04/08/2013,04/08/2013,Nonexempt,55806.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/10/2011,01/10/2011,Nonexempt,55806.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,12/01/2014,12/01/2014,Nonexempt,55806.00
Fire-Rescue,Fire Inspector,Permanent Full-time,06/22/2006,11/21/2020,Nonexempt,55806.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,02/04/2019,02/04/2019,Nonexempt,55806.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,12/01/2014,12/01/2014,Nonexempt,55806.00
Fire-Rescue,Administrative Assistant II,Permanent Full-time,11/30/1987,12/23/1998,Nonexempt,56432.65
Fire-Rescue,Programmer/Analyst III,Permanent Full-time,04/01/2008,09/23/2012,Exempt,56459.77
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,01/10/2005,10/23/2007,Nonexempt,56974.00
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,01/08/2007,01/08/2007,Nonexempt,56974.00
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,04/08/2013,04/08/2013,Nonexempt,56974.00
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,01/11/2010,01/11/2010,Nonexempt,56974.00
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,01/07/2013,01/07/2013,Nonexempt,56974.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,01/10/2011,03/06/2021,Nonexempt,57278.00
Fire-Rescue,Firefighter EMT,Permanent Full-time,07/16/1991,05/15/1996,Nonexempt,57481.09
Fire-Rescue,Firefighter EMT,Permanent Full-time,07/16/1991,05/15/1996,Nonexempt,57481.20
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/21/2003,07/21/2003,Nonexempt,58379.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/07/2002,01/07/2002,Nonexempt,58379.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,04/26/1999,07/20/2008,Nonexempt,58379.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/18/2005,07/27/2019,Nonexempt,58379.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,09/15/2008,09/15/2008,Nonexempt,58379.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/07/2002,01/07/2002,Nonexempt,58379.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/19/2004,07/19/2004,Nonexempt,58379.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,03/20/2006,03/20/2006,Nonexempt,58379.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,11/30/2015,11/30/2015,Nonexempt,58597.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,09/17/2013,11/02/2015,Nonexempt,58597.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/07/2013,01/07/2013,Nonexempt,58597.00
Fire-Rescue,Fire Inspector,Permanent Full-time,01/10/2011,11/21/2020,Nonexempt,58597.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,11/02/2015,11/02/2015,Nonexempt,58597.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,07/07/2014,07/07/2014,Nonexempt,58597.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,11/02/2015,11/02/2015,Nonexempt,58597.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,11/30/2015,11/30/2015,Nonexempt,58597.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/13/2014,01/13/2014,Nonexempt,58597.00
Fire-Rescue,Firefighter EMT,Permanent Full-time,05/01/1986,05/15/1996,Nonexempt,58630.82
Fire-Rescue,Fire Lieutenant,Permanent Full-time,09/15/2008,11/09/2019,Nonexempt,58709.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,01/09/2012,11/09/2019,Nonexempt,58709.00
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,07/18/2005,07/18/2005,Nonexempt,59823.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/12/1996,08/12/1996,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/10/2000,07/10/2000,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/17/1996,05/15/1996,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/07/2002,01/07/2002,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/08/2003,01/08/2003,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,10/29/2001,10/29/2001,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/12/1996,03/28/1997,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/06/1991,03/28/1997,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/19/2004,07/19/2004,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/12/1996,03/28/1997,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/17/1996,05/15/1996,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/18/2005,07/18/2005,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/08/2002,07/08/2002,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,09/14/1998,07/10/2000,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/19/2004,07/19/2004,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/18/2005,07/18/2005,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/08/2002,07/08/2002,Nonexempt,59838.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/10/2011,01/10/2011,Nonexempt,60062.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,07/07/2014,07/07/2014,Nonexempt,60062.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,07/07/2014,07/07/2014,Nonexempt,60062.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/07/2013,01/07/2013,Nonexempt,60062.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/10/2011,01/10/2011,Nonexempt,60062.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,09/15/2008,09/15/2008,Nonexempt,60062.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/07/2013,01/07/2013,Nonexempt,60062.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/10/2011,01/10/2011,Nonexempt,60062.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/05/2009,01/05/2009,Nonexempt,60062.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/11/2010,01/11/2010,Nonexempt,60062.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,11/02/2015,11/02/2015,Nonexempt,60062.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,09/15/2008,09/15/2008,Nonexempt,60062.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,04/08/2013,04/08/2013,Nonexempt,60062.00
Fire-Rescue,Executive Assistant,Permanent Full-time,03/13/2000,06/06/2005,Nonexempt,60080.04
Fire-Rescue,Fire Lieutenant,Permanent Full-time,01/05/2009,09/22/2017,Nonexempt,60177.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,09/15/2008,04/10/2021,Nonexempt,60177.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,07/18/2005,01/11/2020,Nonexempt,60177.00
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,07/19/2004,07/19/2004,Nonexempt,61318.00
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,07/10/2000,07/10/2000,Nonexempt,61318.00
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,06/09/2001,10/23/2007,Nonexempt,61318.00
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,07/08/2002,08/23/2008,Nonexempt,61318.00
Fire-Rescue,Programs Manager,Permanent Full-time,04/06/2015,12/18/2017,Exempt,62748.17
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/19/2004,07/19/2004,Nonexempt,62830.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/21/2003,07/21/2003,Nonexempt,62830.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/12/1996,03/28/1997,Nonexempt,62830.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/15/1997,08/15/1997,Nonexempt,62830.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/19/2004,07/19/2004,Nonexempt,62830.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,04/19/1999,08/17/1999,Nonexempt,62830.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,12/08/2000,02/23/2004,Nonexempt,62830.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,02/07/2005,02/07/2005,Nonexempt,62830.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/19/2004,07/19/2004,Nonexempt,62830.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,06/26/1995,05/15/1996,Nonexempt,62830.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/08/2003,01/08/2003,Nonexempt,62830.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/12/1996,03/28/1997,Nonexempt,62830.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/18/1997,01/21/2003,Nonexempt,62830.00
Fire-Rescue,Fire Inspector,Permanent Full-time,07/18/2005,06/08/2012,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,07/18/2005,06/08/2008,Nonexempt,63065.00
Fire-Rescue,Fire Inspector,Permanent Full-time,01/05/2009,11/21/2020,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/22/2019,01/22/2019,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,04/08/2013,04/08/2013,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,04/08/2013,04/08/2013,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/08/2007,01/08/2007,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/22/2019,01/22/2019,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/08/2007,01/08/2007,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/10/2005,01/10/2005,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/11/2010,02/08/2016,Nonexempt,63065.00
Fire-Rescue,Fire Inspector,Permanent Full-time,07/08/2002,04/02/2014,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/07/2013,01/07/2013,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,02/23/2004,03/23/2008,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/09/2012,01/09/2012,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/11/2010,01/11/2010,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/09/2012,01/09/2012,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,04/08/2013,04/08/2013,Nonexempt,63065.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,04/08/2013,04/08/2013,Nonexempt,63065.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,09/15/2008,09/22/2017,Nonexempt,63186.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,09/15/2008,11/09/2019,Nonexempt,63186.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,01/08/2007,08/13/2015,Nonexempt,63186.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,06/09/1995,03/28/1997,Nonexempt,64086.60
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/12/1996,03/28/1997,Nonexempt,64086.60
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/18/1997,07/25/2010,Nonexempt,64086.60
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/08/2003,01/08/2003,Nonexempt,64086.60
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/21/2003,07/21/2003,Nonexempt,64086.60
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/08/2003,01/08/2003,Nonexempt,64086.60
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,07/10/2000,07/10/2000,Nonexempt,64086.60
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/08/2003,01/08/2003,Nonexempt,64086.60
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/07/2002,01/07/2002,Nonexempt,64086.60
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,09/06/2005,05/23/2008,Nonexempt,64384.00
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,01/08/2007,06/08/2008,Nonexempt,64384.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/05/2009,01/05/2009,Nonexempt,64641.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,07/18/2005,07/18/2005,Nonexempt,64641.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,07/18/2005,07/18/2005,Nonexempt,64641.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,04/08/2013,04/08/2013,Nonexempt,64641.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/10/2011,01/10/2011,Nonexempt,64641.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,04/08/2013,04/08/2013,Nonexempt,64641.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,03/20/2006,03/20/2006,Nonexempt,64641.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,04/08/2013,04/08/2013,Nonexempt,64641.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,09/15/2008,10/27/2018,Nonexempt,64766.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,01/23/2008,03/23/2019,Nonexempt,64766.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,02/23/2004,08/13/2015,Nonexempt,64766.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,09/15/2008,08/04/2018,Nonexempt,64766.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,01/11/2010,08/08/2020,Nonexempt,64766.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,01/08/2007,11/09/2019,Nonexempt,64766.00
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/01/1986,05/15/1996,Nonexempt,65368.33
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,04/19/1999,08/17/1999,Nonexempt,65368.38
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,11/16/1992,05/15/1996,Nonexempt,65368.38
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,11/16/1992,05/15/1996,Nonexempt,65368.38
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,04/19/1999,04/19/1999,Nonexempt,65368.38
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/12/1996,03/28/1997,Nonexempt,65368.38
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,08/12/1996,03/28/1997,Nonexempt,65671.68
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/12/1996,03/28/1997,Nonexempt,66675.75
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/12/1996,03/28/1997,Nonexempt,66675.75
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/12/1996,03/28/1997,Nonexempt,66675.75
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/12/1996,04/08/2011,Nonexempt,66675.75
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/12/1996,03/28/1997,Nonexempt,66675.75
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,06/26/1995,05/15/1996,Nonexempt,66675.75
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,01/16/1985,05/15/1996,Nonexempt,66675.75
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,05/01/1981,05/15/1996,Nonexempt,66675.75
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,08/12/1996,03/28/1997,Nonexempt,66675.78
Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,05/01/1986,05/15/1996,Nonexempt,66675.80
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,08/12/1996,04/08/2008,Nonexempt,66985.11
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,01/07/2002,01/07/2002,Nonexempt,66985.27
Fire-Rescue,Firefighter EMT-I,Permanent Full-time,10/29/2001,10/29/2001,Nonexempt,66985.27
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,08/12/1996,11/30/1998,Nonexempt,67874.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,04/19/1999,10/26/1999,Nonexempt,67874.00
Fire-Rescue,Fire Inspector,Permanent Full-time,01/07/2002,12/01/2017,Nonexempt,67874.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/07/2002,01/07/2002,Nonexempt,67874.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,11/13/2001,11/13/2001,Nonexempt,67874.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/08/2007,01/08/2007,Nonexempt,67874.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,02/23/2004,08/08/2020,Nonexempt,68004.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,03/20/2006,01/19/2019,Nonexempt,68004.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,07/18/2005,09/22/2017,Nonexempt,68004.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,01/09/2012,08/08/2020,Nonexempt,68004.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,01/07/2013,10/10/2020,Nonexempt,68004.00
Fire-Rescue,Assistant Fire Marshal,Permanent Full-time,07/18/2005,11/24/2018,Nonexempt,68004.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,07/18/2005,04/13/2019,Nonexempt,68004.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,01/08/2007,01/19/2019,Nonexempt,68004.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,07/10/2000,12/22/2009,Nonexempt,68004.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,09/15/2008,01/19/2019,Nonexempt,68004.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,07/18/2005,07/18/2005,Nonexempt,69570.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,07/10/2000,07/10/2000,Nonexempt,69570.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/11/2010,01/11/2010,Nonexempt,69570.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,01/23/2008,09/23/2008,Nonexempt,69570.00
Fire-Rescue,Firefighter EMT-P,Permanent Full-time,07/18/2005,07/18/2005,Nonexempt,69570.00
Fire-Rescue,Fire Lieutenant,Permanent Full-time,01/08/2007,09/22/2017,Nonexempt,69704.00
Fire-Rescue,Fire Captain,Permanent Full-time,07/08/2002,05/26/2016,Nonexempt,72437.00
Fire-Rescue,Fire Captain,Permanent Full-time,07/19/2004,03/10/2018,Nonexempt,72437.00
Fire-Rescue,Fire Captain,Permanent Full-time,09/01/2004,08/08/2020,Nonexempt,72437.00
Fire-Rescue,Fire Captain,Permanent Full-time,07/18/2005,08/04/2018,Nonexempt,72437.00
